Country Name,Country Code,Year,Gini,GDP_per_capita,Lowest20_share,Highest10_share,Inequality_Ratio,Log_GDP,Bottom10_income_share,Bottom50_income_share,Top10_income_share,Top1_income_share
Albania,ALB,1996,27.0,1020.97618050188,9.2,20.7,2.25,6.928514488315524,,,,
Albania,ALB,2002,31.7,1479.83884572006,8.4,25.3,3.011904761904762,7.299688472802442,,,,
Albania,ALB,2005,30.6,2741.72136549578,8.4,24.3,2.892857142857143,7.916341237707155,,,,
Albania,ALB,2008,30.0,4498.50486763601,8.9,24.4,2.7415730337078648,8.411500368914165,,,,
Albania,ALB,2012,29.0,4280.93316338873,8.9,22.9,2.5730337078651684,8.361926293640154,,,,
Albania,ALB,2014,34.6,4793.59751131525,7.0,25.5,3.642857142857143,8.475036454714497,,,,
Albania,ALB,2015,32.8,4199.53912925398,7.7,24.8,3.220779220779221,8.342730067120554,,,,
Albania,ALB,2016,33.7,4457.63412207495,7.3,25.0,3.4246575342465757,8.402373438364819,,,,
Albania,ALB,2017,33.1,5006.36012951959,7.6,24.6,3.2368421052631584,8.518464408980618,,,,
Albania,ALB,2018,30.1,5897.65452588774,7.9,22.7,2.873417721518987,8.68231001286951,,,,
Albania,ALB,2019,30.1,6069.43903131027,8.5,23.6,2.7764705882352945,8.711021463194774,,,,
Albania,ALB,2020,29.4,6027.91350716348,8.4,22.8,2.7142857142857144,8.70415621113042,,,,
Algeria,DZA,1988,37.4,2450.87242078961,6.8,29.6,4.352941176470589,7.804199330271941,0.0024,0.1508,0.466,0.1572
Algeria,DZA,1995,35.3,1466.94806760415,7.0,26.9,3.8428571428571434,7.290939377110203,0.0024,0.1508,0.466,0.1572
Algeria,DZA,2011,27.6,5916.31364364343,9.4,22.9,2.436170212765957,8.685468838592291,0.0033,0.1855,0.4327,0.1593
Angola,AGO,2000,51.9,563.733795571487,3.2,40.2,12.5625,6.334582146406409,0.0012,0.0915,0.5803,0.22
Angola,AGO,2008,42.7,4578.15526451517,5.4,32.3,5.981481481481481,8.429051415296763,0.0019,0.1223,0.4932,0.153
Angola,AGO,2018,51.3,2860.0936483682,3.8,39.6,10.421052631578949,7.958609647462504,0.0013,0.0904,0.5801000000000001,0.2598
Argentina,ARG,1980,40.8,2747.5022751674,5.3,30.2,5.69811320754717,7.918447514363839,0.0,0.0817,0.5057,0.1486
Argentina,ARG,1986,42.8,3436.07819471053,5.1,32.2,6.313725490196079,8.142086040327891,0.0,0.0817,0.5057,0.1486
Argentina,ARG,1987,45.3,3477.30131979313,4.6,34.2,7.434782608695653,8.154011789108111,0.0,0.0817,0.5057,0.1486
Argentina,ARG,1991,46.8,5709.24784079504,4.8,36.6,7.625000000000001,8.649842567317478,0.0,0.0817,0.5057,0.1486
Argentina,ARG,1992,45.5,6789.99611136495,4.6,34.3,7.456521739130435,8.823205647852276,0.0,0.0817,0.5057,0.1486
Argentina,ARG,1993,44.8,6931.85596375876,4.5,33.2,7.377777777777778,8.843882872165894,0.0,0.0817,0.5057,0.1486
Argentina,ARG,1994,45.9,7437.56242327594,4.4,34.4,7.8181818181818175,8.914298442864169,0.0,0.0817,0.5057,0.1486
Argentina,ARG,1995,48.9,7357.6162773788,3.8,37.0,9.736842105263158,8.90349128390783,0.0,0.0817,0.5057,0.1486
Argentina,ARG,1996,49.5,7663.21271287469,3.5,36.9,10.542857142857144,8.944186589018488,0.0,0.0817,0.5057,0.1486
Argentina,ARG,1997,49.1,8146.78710021431,3.6,36.4,10.11111111111111,9.005378907676848,0.0,0.0817,0.5057,0.1486
Argentina,ARG,1998,50.7,8218.99212764682,3.4,38.0,11.176470588235295,9.014202868324318,0.0,0.0817,0.5057,0.1486
Argentina,ARG,1999,49.8,7705.54288252851,3.5,37.0,10.571428571428571,8.949695203744362,0.0,0.0817,0.5057,0.1486
Argentina,ARG,2000,51.0,7637.01489203628,3.2,37.7,11.78125,8.940762084871592,0.0,0.0817,0.5057,0.1486
Argentina,ARG,2001,53.3,7141.47507662826,2.6,39.5,15.192307692307692,8.873674627361462,0.0,0.0703,0.5166000000000001,0.1458
Argentina,ARG,2002,53.8,2569.69963519124,2.8,40.5,14.464285714285715,7.851544297592586,0.0,0.07,0.5324,0.1661
Argentina,ARG,2003,51.0,3320.47775133903,3.3,37.7,11.424242424242426,8.107863952563509,0.0,0.0965,0.5025000000000001,0.161
Argentina,ARG,2004,48.5,4242.02099089422,3.6,35.3,9.805555555555555,8.352795083460856,0.0001,0.1028,0.4950000000000001,0.1653
Argentina,ARG,2005,47.8,5067.65342293276,3.7,35.0,9.45945945945946,8.53063315373026,0.0001,0.1092,0.4674,0.1354
Argentina,ARG,2006,46.4,5869.38028970204,3.9,33.8,8.666666666666666,8.677504334796174,0.0001,0.1162,0.4455,0.1133
Argentina,ARG,2007,46.3,7185.25155147027,4.1,33.7,8.219512195121952,8.87978580854331,0.0001,0.1145,0.4742,0.1668
Argentina,ARG,2008,45.0,8944.1102657357,4.2,32.5,7.738095238095238,9.098750523777706,0.0001,0.1284,0.414,0.1568
Argentina,ARG,2009,43.8,8150.23527028221,4.3,31.3,7.279069767441861,9.00580207333754,0.0001,0.1221,0.4171,0.1306
Argentina,ARG,2010,43.7,10260.1313108254,4.5,31.8,7.066666666666666,9.236020916968926,0.0001,0.1282,0.4258,0.1317
Argentina,ARG,2011,42.7,12704.2831819684,4.8,31.0,6.458333333333334,9.449694474010553,0.0001,0.1366,0.4003,0.1252
Argentina,ARG,2012,41.4,12949.717486654,5.0,29.8,5.96,9.468829251187325,0.0,0.1404,0.3881,0.0916
Argentina,ARG,2013,41.1,12963.675773326,5.0,29.5,5.9,9.469906554177475,0.0001,0.1397,0.3985,0.1116
Argentina,ARG,2014,41.8,12233.1444119186,5.0,30.1,6.0200000000000005,9.411904302087889,0.0001,0.1294,0.416,0.1237
Argentina,ARG,2016,42.3,12699.9623137756,4.9,30.7,6.265306122448979,9.449354305023036,0.0001,0.1331,0.4172,0.1415
Argentina,ARG,2017,41.4,14532.5009308511,5.0,30.0,6.0,9.584142863628564,0.0,0.1346,0.4179,0.1192
Argentina,ARG,2018,41.7,11752.7998922979,4.9,30.1,6.142857142857142,9.371846779892264,0.0001,0.1347,0.4176,0.1238
Argentina,ARG,2019,43.3,9955.97478680428,4.6,31.3,6.804347826086957,9.205928131021867,0.0001,0.1266,0.437,0.1482
Argentina,ARG,2020,42.7,8535.59938004389,4.7,30.6,6.51063829787234,9.052000858895653,0.0,0.1063,0.4511,0.1472
Argentina,ARG,2021,42.4,10738.0179223384,5.0,31.2,6.24,9.281545800038526,0.0002,0.1322,0.4267,0.1438
Argentina,ARG,2022,40.7,13962.1894087223,5.4,29.8,5.518518518518518,9.544108198454824,0.0002,0.1326,0.4323,0.1252
Argentina,ARG,2023,42.4,14261.8465667948,5.1,31.0,6.07843137254902,9.565343178347431,0.0001,0.1221,0.4511,0.181
Argentina,ARG,2024,42.4,13969.7836603737,5.1,31.2,6.11764705882353,9.54465196611633,0.0001,0.1221,0.4511,0.181
Armenia,ARM,1996,44.4,487.068624404558,5.5,35.2,6.4,6.188405025690378,0.0021,0.1348,0.4677,0.1897
Armenia,ARM,1999,36.2,582.669886150895,7.6,29.6,3.894736842105264,6.367620792962704,0.0027,0.1568,0.4417,0.1739
Armenia,ARM,2001,35.4,659.588988535629,7.7,29.1,3.77922077922078,6.491616896391499,0.003,0.1702,0.4231,0.1471
Armenia,ARM,2002,34.8,742.651118319819,8.0,29.0,3.625,6.610226376324834,0.0029,0.1684,0.4291,0.1601
Armenia,ARM,2003,33.0,882.030167695474,8.7,28.2,3.241379310344828,6.782226259158222,0.0031,0.1753,0.4255,0.1702
Armenia,ARM,2004,37.5,1130.08791444158,7.6,31.7,4.171052631578948,7.030050709070872,0.0028,0.1614,0.4567,0.188
Armenia,ARM,2005,36.0,1557.48458908655,8.1,30.8,3.8024691358024696,7.350827355965176,0.0029,0.1648,0.45,0.1833
Armenia,ARM,2006,29.7,2041.65267068997,8.9,24.4,2.7415730337078648,7.621514891549062,0.0034,0.1932,0.3777,0.1315
Armenia,ARM,2007,31.2,2962.70234594569,8.4,25.1,2.988095238095238,7.993857085539807,0.0032,0.1856,0.3841,0.1283
Armenia,ARM,2008,29.2,3777.66859313767,9.1,23.7,2.6043956043956045,8.236862324027914,0.0034,0.1933,0.3696,0.1259
Armenia,ARM,2009,28.0,2820.5926553347,9.4,22.9,2.436170212765957,7.944702303317538,0.0035,0.1974,0.3637,0.1219
Armenia,ARM,2010,30.0,3041.34450723339,9.1,25.0,2.7472527472527477,8.020054968743029,0.0033,0.1878,0.3912,0.1476
Armenia,ARM,2011,29.4,3349.55309771906,9.0,24.0,2.6666666666666665,8.1165822122541,0.0035,0.1948,0.3729,0.1326
Armenia,ARM,2012,29.6,3511.56399687426,9.0,24.5,2.7222222222222223,8.163816800372278,0.0035,0.1963,0.377,0.1358
Armenia,ARM,2013,30.6,3680.16692158886,8.6,24.7,2.872093023255814,8.21071338926169,0.0034,0.1906,0.3799,0.1387
Armenia,ARM,2014,31.5,3852.11800610384,8.5,25.7,3.023529411764706,8.256378407470539,0.0033,0.1857,0.3916,0.1424
Armenia,ARM,2015,32.4,3512.39350276709,8.2,26.7,3.25609756097561,8.164052993685441,0.0031,0.1803,0.4056,0.1504
Armenia,ARM,2016,32.5,3524.42476874707,7.9,25.3,3.20253164556962,8.167472515759012,0.0029,0.1736,0.3983,0.1653
Armenia,ARM,2017,33.6,3869.05373867752,8.4,28.4,3.3809523809523805,8.26076524415627,0.003,0.1683,0.435,0.1872
Armenia,ARM,2018,34.4,4196.00562301769,8.1,29.2,3.6049382716049374,8.341888309605302,0.0029,0.1674,0.4374,0.1746
Armenia,ARM,2019,30.0,4597.22887399548,8.9,25.2,2.831460674157303,8.433208982253502,0.0033,0.1859,0.396,0.15
Armenia,ARM,2020,25.1,4268.68093304583,10.2,21.5,2.107843137254902,8.359060143521052,0.0033,0.1859,0.396,0.15
Armenia,ARM,2021,27.9,4685.17997128509,9.4,23.6,2.5106382978723403,8.452159608296522,0.0033,0.1859,0.396,0.15
Armenia,ARM,2022,27.9,6571.97445545099,9.2,23.0,2.5,8.790569592273615,0.0033,0.1859,0.396,0.15
Armenia,ARM,2023,27.2,8159.08720967996,9.5,22.9,2.4105263157894736,9.006887580142353,0.0033,0.1859,0.396,0.15
Australia,AUS,1981,31.3,11870.8633077339,7.8,22.9,2.935897435897436,9.381842215180894,0.0023,0.1708666666666666,0.2618,0.0579
Australia,AUS,1985,32.5,11455.379711213,7.5,24.3,3.24,9.34621474241442,0.0022666666666666,0.1685666666666666,0.2703666666666666,0.0655666666666666
Australia,AUS,1989,33.2,17857.5520554588,7.4,24.2,3.27027027027027,9.79018178207227,0.0022,0.1629333333333333,0.2914,0.0827333333333333
Australia,AUS,1995,32.6,20479.1748274233,7.7,24.2,3.142857142857143,9.927163786711994,0.0013,0.1603333333333333,0.3257666666666666,0.0851333333333333
Australia,AUS,2001,33.5,19733.6510102645,7.5,24.7,3.293333333333333,9.89008063056754,0.0015666666666666,0.1643666666666666,0.3328333333333333,0.0962666666666666
Australia,AUS,2003,33.5,23757.5898471684,7.5,24.7,3.293333333333333,10.075657330922722,0.0004333333333333,0.1580666666666666,0.3428666666666666,0.1013666666666666
Australia,AUS,2004,33.1,30886.0500949401,7.8,24.9,3.192307692307692,10.338059907711958,6.666666666666685e-05,0.1577666666666666,0.3496999999999999,0.1062666666666666
Australia,AUS,2008,35.4,49811.2067218988,7.2,27.4,3.8055555555555554,10.815995272272543,0.0003666666666666,0.1503,0.3614333333333333,0.1130333333333333
Australia,AUS,2010,34.7,52313.8939041213,7.3,26.5,3.63013698630137,10.86501727259481,-0.0007666666666666,0.1540333333333333,0.3663666666666667,0.1145333333333333
Australia,AUS,2014,34.4,62817.2061751737,7.6,26.6,3.5000000000000004,11.047984298610723,0.0001333333333333,0.1529666666666666,0.3667666666666667,0.1139666666666666
Australia,AUS,2016,33.7,50084.4440606385,7.5,25.5,3.4,10.82146574106689,0.0010333333333333,0.1524666666666666,0.3564333333333333,0.1032666666666666
Australia,AUS,2018,34.3,57410.1737346009,7.4,26.2,3.5405405405405403,10.957976809365096,0.0014,0.1579,0.3553,0.1031333333333333
Australia,AUS,2020,33.8,51983.4523666382,7.3,25.5,3.493150684931507,10.858680723201156,0.0026,0.1773,0.3406,0.1002
Austria,AUT,1994,30.8,25546.2460525087,8.2,23.6,2.878048780487805,10.148245659299416,0.004,0.2322,0.313,0.0917
Austria,AUT,1995,29.9,30207.0674314652,8.3,23.0,2.7710843373493974,10.315831196893782,0.0039,0.2299,0.3117,0.0908
Austria,AUT,1996,29.3,29645.9451251491,8.6,22.8,2.6511627906976747,10.297080637068554,0.004,0.2297,0.313,0.0913
Austria,AUT,1997,29.1,26571.7523626508,8.6,22.4,2.6046511627906974,10.18760398925694,0.004,0.2279,0.3172,0.0936
Austria,AUT,1998,31.3,27212.4642905708,8.3,24.6,2.963855421686747,10.211430393298333,0.004,0.228,0.3221,0.0967
Austria,AUT,1999,29.7,27078.7081612201,8.8,23.4,2.6590909090909087,10.206503021354344,0.0041,0.2344,0.3097,0.088
Austria,AUT,2000,29.0,24487.2974685956,8.8,22.6,2.5681818181818183,10.10590979141086,0.004,0.2291,0.3224,0.0969
Austria,AUT,2003,29.5,32110.1159661425,8.5,23.5,2.764705882352941,10.376926398604366,0.004,0.2287,0.3217,0.0953
Austria,AUT,2004,29.8,36614.2506533707,8.5,23.8,2.8000000000000003,10.508192805721654,0.0041,0.229,0.3261,0.0964
Austria,AUT,2005,28.7,38157.37022862,8.8,22.8,2.590909090909091,10.54947420884318,0.004,0.2303,0.3205,0.0937
Austria,AUT,2006,29.6,40382.2078298575,8.6,23.7,2.755813953488372,10.606144566693516,0.004,0.2265,0.3284,0.0994
Austria,AUT,2007,30.6,46622.9622913635,8.0,23.8,2.975,10.74984845178438,0.0039,0.226,0.3267,0.0977
Austria,AUT,2008,30.4,51581.3982361071,8.0,24.1,3.0125,10.85091638717391,0.0039,0.2252,0.3253,0.0959
Austria,AUT,2009,31.5,47857.4446635266,7.7,24.7,3.2077922077922074,10.775981968134053,0.004,0.228,0.3131,0.0864
Austria,AUT,2010,30.3,46611.1393420232,8.0,23.6,2.95,10.749594833222146,0.0039,0.2237,0.3257,0.0958
Austria,AUT,2011,30.8,51116.8953522042,7.8,23.7,3.0384615384615383,10.841870354660257,0.0039,0.2244,0.3223,0.0935
Austria,AUT,2012,30.5,48250.4059142637,7.8,23.4,3.0,10.7841595194626,0.0039,0.228,0.3179,0.0927
Austria,AUT,2013,30.8,50305.3545774973,8.1,24.3,3.0,10.825866803255078,0.0039,0.2304,0.3155,0.0897
Austria,AUT,2014,30.5,51314.9722616322,8.0,24.1,3.0125,10.8457378455288,0.004,0.2318,0.3115,0.0877
Austria,AUT,2015,30.5,43915.228020857,7.9,23.8,3.0126582278481013,10.690016418660566,0.0039,0.2306,0.3126,0.0883
Austria,AUT,2016,30.8,45061.4993920192,7.7,23.8,3.090909090909091,10.715783488887997,0.0039,0.226,0.3267,0.0978
Austria,AUT,2017,29.7,47163.7425775142,8.0,23.0,2.875,10.76138071065254,0.004,0.2302,0.3158,0.0906
Austria,AUT,2018,30.8,51194.0749841299,7.9,23.9,3.0253164556962022,10.843379081364969,0.004,0.2294,0.3164,0.0901
Austria,AUT,2019,30.2,49885.9947355204,7.9,23.2,2.9367088607594933,10.817495575722525,0.004,0.2326,0.3133,0.0892
Austria,AUT,2020,29.8,48716.4098900349,7.9,23.1,2.9240506329113924,10.793771211040454,0.004,0.2326,0.3133,0.0892
Austria,AUT,2021,30.7,53648.6437976214,7.7,23.8,3.090909090909091,10.890211469037029,0.004,0.2332,0.3129,0.0898
Austria,AUT,2022,30.9,52336.7725223758,7.8,24.6,3.153846153846154,10.86545451049114,0.004,0.2334,0.3133,0.0899
Austria,AUT,2023,31.2,56579.504175468,7.7,24.8,3.220779220779221,10.943402081569864,0.004,0.2319,0.3175,0.089
Azerbaijan,AZE,1995,34.6,314.55801908334,7.1,26.8,3.774647887323944,5.751168539518258,0.0024,0.1482,0.4287,0.1589
Azerbaijan,AZE,2001,36.5,703.670998584686,7.4,29.5,3.9864864864864864,6.5563109153687735,0.0027,0.1563,0.4363,0.1598
Azerbaijan,AZE,2002,25.3,763.108895463487,10.9,23.2,2.1284403669724767,6.637400741236539,0.0038,0.202,0.3805,0.1392
Azerbaijan,AZE,2003,26.8,883.692580745256,10.2,23.6,2.313725490196078,6.784109242817396,0.0037,0.2026,0.3745,0.1329
Azerbaijan,AZE,2004,26.6,1045.0136328106,10.7,24.4,2.2803738317757007,6.951785210065586,0.0038,0.2053,0.3834,0.1426
Azerbaijan,AZE,2005,26.6,1578.36733030667,10.8,24.2,2.2407407407407405,7.3641462565131235,0.0036,0.1949,0.3916,0.147
Bangladesh,BGD,1983,25.9,184.70677287459,9.7,21.9,2.2577319587628866,5.218769556130011,0.0035,0.1997,0.3652,0.1164
Bangladesh,BGD,1985,26.9,222.22018039634,10.0,23.4,2.34,5.403668693947181,0.0033,0.1898,0.3891,0.13
Bangladesh,BGD,1988,28.8,247.901465967332,9.4,24.6,2.617021276595745,5.51303135256675,0.0031,0.1814,0.4054,0.143
Bangladesh,BGD,1991,27.6,272.064948495878,9.6,23.3,2.427083333333333,5.606040819027141,0.0033,0.1886,0.3854,0.1258
Bangladesh,BGD,1995,32.9,309.458680823367,8.8,28.1,3.193181818181818,5.7348245802183655,0.0028,0.1625,0.4488,0.1671
Bangladesh,BGD,2000,33.4,396.670730249751,8.6,27.9,3.244186046511628,5.983106541712096,0.0027,0.1585,0.4449,0.1623
Bangladesh,BGD,2005,33.2,480.08585075452,8.8,28.0,3.1818181818181817,6.173964943647739,0.0026,0.1516,0.4548,0.1677
Bangladesh,BGD,2010,32.1,757.385280361508,8.9,26.9,3.022471910112359,6.629872080847246,0.0028,0.1606,0.4363,0.1636
Bangladesh,BGD,2016,32.4,1649.28380858601,8.6,26.8,3.116279069767442,7.408096417262894,0.003,0.1709,0.4239,0.1615
Bangladesh,BGD,2022,30.9,2716.48592780431,8.8,25.5,2.8977272727272725,7.907094385711018,0.003,0.1708,0.424,0.1616
Barbados,BRB,2016,34.1,20295.5672072046,6.9,25.8,3.739130434782608,9.918157777007837,0.0011,0.1197,0.5049,0.2119
Belarus,BLR,1993,21.6,1589.51011343649,11.1,19.4,1.7477477477477477,7.37118114298333,0.0048,0.2516,0.2992,0.0866
Belarus,BLR,1995,28.7,1370.69991385664,8.5,22.6,2.658823529411765,7.22307677439108,0.0036,0.2065,0.3462,0.124
Belarus,BLR,1998,32.0,1511.32531567314,7.9,24.9,3.1518987341772147,7.320742237360903,0.0032,0.1856,0.3781,0.1295
Belarus,BLR,1999,31.7,1210.6117195862,7.6,24.0,3.1578947368421053,7.098881064218757,0.0031,0.1848,0.369,0.1193
Belarus,BLR,2000,31.2,1276.2880341,7.9,24.0,3.037974683544304,7.15171117048438,0.0032,0.1889,0.3693,0.1225
Belarus,BLR,2001,30.6,1244.37318523431,8.2,24.0,2.9268292682926838,7.126387216442157,0.0035,0.1986,0.3613,0.1193
Belarus,BLR,2002,30.3,1479.38066337175,8.3,24.0,2.8915662650602405,7.299378808480101,0.0035,0.2001,0.3613,0.1205
Belarus,BLR,2003,28.8,1819.52653114699,8.6,22.6,2.6279069767441863,7.506331598505119,0.0036,0.2057,0.3458,0.1064
Belarus,BLR,2004,26.5,2378.33700470129,9.4,21.3,2.2659574468085104,7.774156784914218,0.0038,0.2134,0.3351,0.1
Belarus,BLR,2005,27.6,3126.07176665248,8.9,21.8,2.4494382022471908,8.047532468700132,0.0037,0.2114,0.3368,0.1005
Belarus,BLR,2006,28.3,3848.22350300163,8.8,22.4,2.545454545454545,8.255366892999483,0.0037,0.2114,0.3385,0.1025
Belarus,BLR,2007,29.6,4735.48107556066,8.6,23.6,2.7441860465116283,8.462838600366473,0.0035,0.1991,0.3614,0.1203
Belarus,BLR,2008,27.8,6376.17569162063,9.0,22.3,2.477777777777778,8.760323775237941,0.0036,0.2017,0.3541,0.1176
Belarus,BLR,2009,27.7,5352.48809190697,9.1,22.6,2.483516483516484,8.585316795689195,0.0037,0.209,0.3504,0.1138
Belarus,BLR,2010,28.6,6034.67885177216,8.8,22.8,2.590909090909091,8.705277917827742,0.0036,0.208,0.3447,0.1
Belarus,BLR,2011,27.2,6527.6593428786,9.2,21.9,2.380434782608696,8.783803711286998,0.0034,0.1927,0.3648,0.1247
Belarus,BLR,2012,26.5,6953.21591683101,9.5,21.8,2.294736842105263,8.846959553382286,0.0037,0.2069,0.3506,0.1169
Belarus,BLR,2013,26.6,7998.0802045456,9.5,22.1,2.3263157894736843,8.986956817431702,0.0041,0.2275,0.3286,0.1038
Belarus,BLR,2014,27.2,8341.31809294883,9.3,22.6,2.4301075268817205,9.028976527583128,0.004,0.221,0.3389,0.1065
Belarus,BLR,2015,25.6,5967.05595058777,9.7,21.2,2.1855670103092786,8.694008944147766,0.0042,0.2278,0.3211,0.0903
Belarus,BLR,2016,25.3,5039.77560949445,9.9,21.3,2.1515151515151514,8.525116838148579,0.0042,0.2277,0.3256,0.0954
Belarus,BLR,2017,25.4,5785.54491935194,9.9,21.3,2.1515151515151514,8.66311783041242,0.004,0.2229,0.3299,0.1013
Belarus,BLR,2018,25.2,6360.037502312,10.1,21.4,2.118811881188119,8.75778955290672,0.0042,0.2265,0.3293,0.0995
Belarus,BLR,2019,25.3,6837.77339645635,10.0,21.3,2.13,8.830217430787368,0.0041,0.2258,0.3277,0.0961
Belarus,BLR,2020,24.4,6542.85579976768,10.3,20.7,2.0097087378640777,8.78612901577126,0.0041,0.2258,0.3277,0.0961
Belgium,BEL,1985,25.2,8750.81851250536,9.9,20.3,2.0505050505050506,9.076902519262994,0.0038,0.2167,0.312,0.075
Belgium,BEL,1988,25.7,16391.093827791,9.7,20.7,2.134020618556701,9.704493407021156,0.0035,0.2068,0.3337,0.0891
Belgium,BEL,1992,24.9,23372.619171015,9.7,19.8,2.041237113402062,10.059320495323036,0.0037,0.2109,0.3201,0.0757
Belgium,BEL,1995,28.4,28413.8264387368,8.8,22.5,2.5568181818181817,10.254631152112417,0.0036,0.2078,0.3247,0.0805
Belgium,BEL,1997,26.8,24820.9380503896,9.2,21.2,2.3043478260869565,10.119442852177762,0.0035,0.2049,0.3285,0.0832
Belgium,BEL,2000,33.1,23098.8865077401,8.5,28.0,3.294117647058824,10.047539692219942,0.0034,0.2,0.326,0.0819
Belgium,BEL,2003,28.1,30655.2092679024,8.6,22.2,2.581395348837209,10.330557886723884,0.0034,0.2014,0.3154,0.0767
Belgium,BEL,2004,30.5,35429.4077933344,8.4,25.1,2.988095238095238,10.475297482883086,0.0034,0.2008,0.3221,0.0852
Belgium,BEL,2005,29.3,36809.7013403619,8.7,23.9,2.7471264367816093,10.513516712793884,0.0034,0.2023,0.3197,0.0844
Belgium,BEL,2006,28.1,38705.1067959147,8.7,22.4,2.574712643678161,10.563726828862876,0.0034,0.2017,0.3241,0.0871
Belgium,BEL,2007,29.2,44319.165448813,8.6,23.5,2.732558139534884,10.699172491117816,0.0034,0.2003,0.3334,0.0952
Belgium,BEL,2008,28.4,48303.397956286,8.7,22.7,2.609195402298851,10.785257188227966,0.0035,0.21,0.3172,0.085
Belgium,BEL,2009,28.6,44923.3400135081,8.5,22.7,2.670588235294117,10.712712760796755,0.0037,0.2109,0.3094,0.0749
Belgium,BEL,2010,28.4,44197.393671162,8.6,22.7,2.6395348837209305,10.696421099611392,0.0035,0.206,0.3135,0.0763
Belgium,BEL,2011,28.1,47760.8298776546,8.6,22.3,2.5930232558139537,10.773961123913317,0.0036,0.2115,0.3114,0.0794
Belgium,BEL,2012,27.5,44874.1709182123,8.7,21.9,2.5172413793103448,10.711617650259736,0.0036,0.2116,0.3138,0.0817
Belgium,BEL,2013,27.7,46964.5946777056,8.6,21.8,2.5348837209302326,10.757149292085948,0.0036,0.2107,0.3163,0.082
Belgium,BEL,2014,28.1,47995.7786961339,8.6,22.4,2.6046511627906974,10.7788683421922,0.0036,0.2097,0.3187,0.0834
Belgium,BEL,2015,27.7,40893.804537772,8.6,22.2,2.581395348837209,10.618733852262814,0.0036,0.2096,0.3183,0.0848
Belgium,BEL,2016,27.6,41854.5498296444,8.6,22.2,2.581395348837209,10.641955787562525,0.0036,0.2111,0.3212,0.0863
Belgium,BEL,2017,27.4,44035.3239358548,8.7,21.9,2.5172413793103448,10.692747407539397,0.0036,0.2115,0.3183,0.085
Belgium,BEL,2018,27.2,47487.2100392561,8.9,22.2,2.49438202247191,10.76821569143367,0.0035,0.2043,0.3283,0.0858
Belgium,BEL,2019,27.2,46716.6227467964,9.0,22.3,2.477777777777778,10.75185532779159,0.0035,0.2038,0.3295,0.087
Belgium,BEL,2020,26.0,45906.2875805246,9.4,21.4,2.2765957446808507,10.734357370992296,0.0035,0.2038,0.3295,0.087
Belgium,BEL,2021,26.6,51658.238294958,9.2,21.9,2.380434782608696,10.85240496415116,0.0035,0.2033,0.3294,0.087
Belgium,BEL,2022,26.4,50605.7496677086,9.4,22.2,2.361702127659574,10.831820478616793,0.0035,0.2032,0.3291,0.087
Belgium,BEL,2023,26.8,55291.4754541329,9.1,22.2,2.43956043956044,10.920374024708114,0.0035,0.2033,0.3293,0.0869
Belize,BLZ,1993,60.2,3859.6584437307,3.0,51.1,17.033333333333335,8.258333972463623,0.0001,0.0839,0.5541,0.2227
Belize,BLZ,1994,60.9,3876.69327011457,3.1,52.5,16.93548387096774,8.26273781927537,0.0001,0.0839,0.5541,0.2227
Belize,BLZ,1995,57.5,4009.82752539849,2.4,44.1,18.375,8.29650350825304,0.0001,0.0839,0.5541,0.2227
Belize,BLZ,1996,56.6,4043.26517997242,3.4,46.5,13.676470588235295,8.30480785739151,0.0001,0.0839,0.5541,0.2227
Belize,BLZ,1997,60.4,4014.40380600241,2.7,50.3,18.629629629629623,8.297644123699197,0.0001,0.0839,0.5541,0.2227
Belize,BLZ,1998,54.9,4125.92539958166,3.3,43.7,13.242424242424244,8.32504561290101,0.0001,0.0839,0.5541,0.2227
Belize,BLZ,1999,53.2,4289.5277590653,3.2,42.4,13.249999999999998,8.363931926390915,0.0001,0.0839,0.5541,0.2227
Belize,BLZ,2018,39.9,6011.99036888587,5.8,30.0,5.172413793103448,8.701511148889857,0.0003,0.1011,0.5327000000000001,0.2284
Benin,BEN,2003,38.6,676.002878084282,7.0,31.1,4.442857142857143,6.516197333555028,0.0023,0.1388,0.4883,0.1635
Benin,BEN,2011,43.4,1059.41358852588,6.1,34.5,5.6557377049180335,6.965470815652557,0.0019,0.119,0.519,0.1534
Benin,BEN,2015,47.6,1002.41886879614,3.3,37.6,11.393939393939394,6.91017122702415,0.0016,0.1142,0.5475,0.1751
Benin,BEN,2018,37.9,1151.7409703472,7.0,30.0,4.285714285714286,7.04902996384364,0.0023,0.1413,0.4724,0.1443
Benin,BEN,2021,34.4,1318.65158075198,7.6,27.2,3.5789473684210527,7.184364963729967,0.0026,0.1576,0.4367,0.1284
Bhutan,BTN,2003,40.9,1022.38240311018,6.5,32.2,4.953846153846154,6.929890872119696,0.0019,0.1225,0.4919,0.1808
Bhutan,BTN,2007,38.1,1850.41570433398,6.7,29.4,4.388059701492537,7.523165597875367,0.0022,0.1385,0.4512,0.1559
Bhutan,BTN,2012,38.8,2751.2128864294,6.7,30.7,4.582089552238806,7.919797143037517,0.0023,0.1414,0.4641,0.1751
Bhutan,BTN,2017,37.4,3435.28804735662,6.7,27.9,4.164179104477611,8.141856057721942,0.0024,0.1504,0.4214,0.14
Bhutan,BTN,2022,28.5,3711.32767981591,8.8,22.7,2.579545454545454,8.2191449567625,0.0024,0.1504,0.4214,0.14
