Year,Bottom10_income_share,Bottom50_income_share,Top10_income_share,Top1_income_share,Country Code
1985,0.0015,0.0981,0.5631,0.2396,THA
1986,0.0015,0.0984,0.5637,0.2416,THA
1987,0.0015,0.0987,0.5643,0.2434,THA
1988,0.0015,0.0989,0.5649000000000001,0.245,THA
1989,0.0015,0.097,0.5683,0.2389,THA
1990,0.0014,0.0956,0.5706,0.2347,THA
1991,0.0014,0.0915,0.5803,0.2385,THA
1992,0.0013,0.0881,0.5883,0.2417,THA
1993,0.0014,0.0948,0.5732,0.2373,THA
1994,0.0015,0.1004,0.5603,0.2336,THA
1995,0.0015,0.102,0.5557,0.2271,THA
1996,0.0015,0.1032,0.5523,0.2222,THA
1997,0.0016,0.1055,0.54,0.2079,THA
1998,0.0016,0.1076,0.5286000000000001,0.1947,THA
1999,0.0015,0.1028,0.5469,0.2118,THA
2000,0.0015,0.1012,0.5471,0.2166,THA
2001,0.0012,0.086,0.5617,0.2319,THA
2002,0.0015,0.1016,0.5486,0.2218,THA
2003,0.0014,0.0955,0.5658000000000001,0.2367,THA
2004,0.0016,0.106,0.5519000000000001,0.2314,THA
2005,0.0016,0.1058,0.5487000000000001,0.2286,THA
2006,0.0016,0.1064,0.5452,0.2259,THA
2007,0.0016,0.11,0.5417000000000001,0.2203,THA
2008,0.0018,0.1134,0.5534,0.231,THA
2009,0.0018,0.1161,0.531,0.2169,THA
2010,0.0019,0.1147,0.5531,0.2266,THA
2011,0.0019,0.1182,0.5377000000000001,0.2192,THA
2012,0.0019,0.1164,0.5459,0.2163,THA
2013,0.002,0.1252,0.5178,0.2015,THA
2014,0.002,0.1248,0.5292,0.2045,THA
2015,0.0021,0.1338,0.5029,0.1919,THA
2016,0.0021,0.1307,0.5072,0.1933,THA
2017,0.0015,0.1054,0.5292,0.194,THA
2018,0.0013,0.1124,0.5048,0.1735,THA
2019,0.0016,0.117,0.4806,0.1555,THA
2020,0.0014,0.1143,0.4983,0.1701,THA
2021,0.0015,0.1065,0.5235000000000001,0.1983,THA
2022,0.0015,0.1065,0.5235000000000001,0.1983,THA
2023,0.0015,0.1065,0.5235000000000001,0.1983,THA
2024,0.0015,0.1065,0.5235000000000001,0.1983,THA
1980,0.0052,0.2773,0.2472,0.0406,TJK
1981,0.0052,0.2771,0.2472,0.0422,TJK
1982,0.0052,0.2769,0.2471,0.0438,TJK
1983,0.0052,0.2767,0.2471,0.0454,TJK
1984,0.0052,0.2765,0.2471,0.0469,TJK
1985,0.0052,0.2762,0.2471,0.0484,TJK
1986,0.0052,0.2761,0.2468,0.05,TJK
1987,0.0052,0.276,0.2466,0.0515,TJK
1988,0.0051,0.2758,0.2464,0.053,TJK
1989,0.0051,0.2738,0.2457,0.0559,TJK
1990,0.0056,0.2837,0.2395,0.0745,TJK
1991,0.0053,0.2726,0.2552,0.0796,TJK
1992,0.005,0.2615,0.2709,0.0847,TJK
1993,0.0048,0.2505,0.2866,0.0898,TJK
1994,0.0045,0.2394,0.3023,0.0949,TJK
1995,0.0042,0.2282,0.318,0.1001,TJK
1996,0.0039,0.2171,0.3338,0.1052,TJK
1997,0.0037,0.2059,0.3496,0.1103,TJK
1998,0.0034,0.1946,0.3654,0.1155,TJK
1999,0.0031,0.1834,0.3812,0.1206,TJK
2000,0.003,0.1766,0.3915,0.1259,TJK
2001,0.0028,0.1688,0.4028,0.1326,TJK
2002,0.0026,0.1617,0.4131,0.1389,TJK
2003,0.0026,0.1587,0.418,0.1404,TJK
2004,0.0026,0.1599,0.4215,0.1333,TJK
2005,0.0026,0.1602,0.4232,0.1548,TJK
2006,0.0027,0.1646,0.4195,0.1642,TJK
2007,0.0028,0.1699,0.4143,0.1692,TJK
2008,0.0028,0.1664,0.4106,0.1576,TJK
2009,0.0027,0.1632,0.4072,0.1468,TJK
2010,0.0027,0.1628,0.4086,0.1449,TJK
2011,0.0027,0.1644,0.4074,0.1409,TJK
2012,0.0027,0.1623,0.411,0.1414,TJK
2013,0.0027,0.1618,0.4123,0.1401,TJK
2014,0.0027,0.1645,0.4096,0.1353,TJK
2015,0.0028,0.167,0.4072,0.1306,TJK
2016,0.0026,0.1578,0.4185,0.1417,TJK
2017,0.0025,0.1553,0.4217,0.1448,TJK
2018,0.0025,0.1548,0.4223,0.1453,TJK
2019,0.0025,0.1548,0.4223,0.1453,TJK
2020,0.0025,0.1548,0.4223,0.1453,TJK
2021,0.0025,0.1548,0.4223,0.1453,TJK
2022,0.0025,0.1548,0.4223,0.1453,TJK
2023,0.0025,0.1548,0.4223,0.1453,TJK
2024,0.0025,0.1548,0.4223,0.1453,TJK
1980,0.0021,0.1314,0.463,0.1759,TLS
1981,0.0021,0.1314,0.463,0.1759,TLS
1982,0.0021,0.1314,0.463,0.1759,TLS
1983,0.0021,0.1314,0.463,0.1759,TLS
1984,0.0021,0.1314,0.463,0.1759,TLS
1985,0.0021,0.1314,0.463,0.1759,TLS
1986,0.0021,0.1314,0.463,0.1759,TLS
1987,0.0021,0.1314,0.463,0.1759,TLS
1988,0.0021,0.1314,0.463,0.1759,TLS
1989,0.0021,0.1314,0.463,0.1759,TLS
1990,0.0021,0.1314,0.463,0.1759,TLS
1991,0.0021,0.1314,0.463,0.1759,TLS
1992,0.0021,0.1314,0.463,0.1759,TLS
1993,0.0021,0.1314,0.463,0.1759,TLS
1994,0.0021,0.1314,0.463,0.1759,TLS
1995,0.0021,0.1314,0.463,0.1759,TLS
1996,0.0021,0.1314,0.463,0.1759,TLS
1997,0.0021,0.1314,0.463,0.1759,TLS
1998,0.0021,0.1314,0.463,0.1759,TLS
1999,0.0021,0.1314,0.463,0.1759,TLS
2000,0.0021,0.1314,0.463,0.1759,TLS
2001,0.0021,0.1314,0.463,0.1759,TLS
2002,0.0022,0.1389,0.451,0.1697,TLS
2003,0.0024,0.1463,0.4392,0.1634,TLS
2004,0.0025,0.1512,0.4306,0.1599,TLS
2005,0.0026,0.1571,0.4209,0.1552,TLS
2006,0.0028,0.1633,0.4109,0.15,TLS
2007,0.0029,0.1684,0.4024,0.146,TLS
2008,0.0029,0.1681,0.4047,0.1475,TLS
2009,0.0028,0.1661,0.4089,0.1507,TLS
2010,0.0028,0.1657,0.4107,0.152,TLS
2011,0.0028,0.1663,0.4111,0.1521,TLS
2012,0.0029,0.1679,0.4101,0.1512,TLS
2013,0.0029,0.1681,0.4109,0.1517,TLS
2014,0.0028,0.1671,0.413,0.1533,TLS
2015,0.0029,0.1673,0.4126,0.153,TLS
2016,0.0028,0.167,0.413,0.1533,TLS
2017,0.0029,0.1673,0.4126,0.153,TLS
2018,0.0029,0.168,0.4118,0.1523,TLS
2019,0.0029,0.168,0.4118,0.1523,TLS
2020,0.0029,0.168,0.4118,0.1523,TLS
2021,0.0029,0.168,0.4118,0.1523,TLS
2022,0.0029,0.168,0.4118,0.1523,TLS
2023,0.0029,0.168,0.4118,0.1523,TLS
2024,0.0029,0.168,0.4118,0.1523,TLS
1980,0.0052,0.2773,0.2472,0.0406,TKM
1981,0.0052,0.2771,0.2472,0.0422,TKM
1982,0.0052,0.2769,0.2471,0.0438,TKM
1983,0.0052,0.2767,0.2471,0.0454,TKM
1984,0.0052,0.2765,0.2471,0.0469,TKM
1985,0.0052,0.2762,0.2471,0.0484,TKM
1986,0.0052,0.2761,0.2468,0.05,TKM
1987,0.0052,0.276,0.2466,0.0515,TKM
1988,0.0051,0.2758,0.2464,0.053,TKM
1989,0.0051,0.2738,0.2457,0.0559,TKM
1990,0.0056,0.2837,0.2395,0.0745,TKM
1991,0.0052,0.2646,0.2696,0.0882,TKM
1992,0.0047,0.2455,0.2997,0.1019,TKM
1993,0.0043,0.2264,0.3297,0.1156,TKM
1994,0.0039,0.2074,0.3598,0.1293,TKM
1995,0.0034,0.1883,0.3898,0.143,TKM
1996,0.003,0.1692,0.4198,0.1566,TKM
1997,0.0025,0.1501,0.4498,0.1703,TKM
1998,0.0021,0.1309,0.4799,0.184,TKM
1999,0.0021,0.1306,0.4802,0.1843,TKM
2000,0.0021,0.13,0.4807,0.185,TKM
2001,0.002,0.1283,0.4821,0.1867,TKM
2002,0.002,0.1267,0.4836,0.1885,TKM
2003,0.002,0.1275,0.4828,0.1876,TKM
2004,0.0021,0.1312,0.4796,0.1837,TKM
2005,0.002,0.1264,0.4838,0.1888,TKM
2006,0.002,0.1261,0.4841,0.1891,TKM
2007,0.002,0.1273,0.483,0.1878,TKM
2008,0.0019,0.1241,0.4859,0.1913,TKM
2009,0.0019,0.121,0.4885,0.1945,TKM
2010,0.0019,0.1218,0.4878,0.1937,TKM
2011,0.0019,0.1238,0.4861,0.1916,TKM
2012,0.0019,0.1233,0.4866,0.1921,TKM
2013,0.0019,0.1238,0.4861,0.1916,TKM
2014,0.002,0.1263,0.4839,0.1889,TKM
2015,0.002,0.1287,0.4818,0.1864,TKM
2016,0.0019,0.1226,0.4872,0.1929,TKM
2017,0.0019,0.1209,0.4887,0.1947,TKM
2018,0.0019,0.1206,0.4889,0.195,TKM
2019,0.0019,0.1206,0.4889,0.195,TKM
2020,0.0019,0.1206,0.4889,0.195,TKM
2021,0.0019,0.1206,0.4889,0.195,TKM
2022,0.0019,0.1206,0.4889,0.195,TKM
2023,0.0019,0.1206,0.4889,0.195,TKM
2024,0.0019,0.1206,0.4889,0.195,TKM
1980,0.0018,0.1112,0.5753,0.219,TUN
1981,0.0018,0.1112,0.5753,0.219,TUN
1982,0.0018,0.1112,0.5753,0.219,TUN
1983,0.0018,0.1112,0.5753,0.219,TUN
1984,0.0018,0.1112,0.5753,0.219,TUN
1985,0.0018,0.1112,0.5753,0.219,TUN
1986,0.0018,0.1112,0.5753,0.219,TUN
1987,0.0018,0.1112,0.5753,0.219,TUN
1988,0.0018,0.1112,0.5753,0.219,TUN
1989,0.0018,0.1112,0.5753,0.219,TUN
1990,0.0018,0.1112,0.5753,0.219,TUN
1991,0.0018,0.1112,0.5753,0.219,TUN
1992,0.0018,0.1112,0.5753,0.219,TUN
1993,0.0018,0.1112,0.5753,0.219,TUN
1994,0.0018,0.1112,0.5753,0.219,TUN
1995,0.0018,0.1112,0.5753,0.219,TUN
1996,0.0018,0.1112,0.5753,0.219,TUN
1997,0.0018,0.1112,0.5753,0.219,TUN
1998,0.0018,0.1112,0.5753,0.219,TUN
1999,0.0018,0.1112,0.5753,0.219,TUN
2000,0.0018,0.1112,0.5753,0.219,TUN
2001,0.0018,0.1112,0.5753,0.219,TUN
2002,0.0018,0.1112,0.5753,0.219,TUN
2003,0.0018,0.1112,0.5753,0.219,TUN
2004,0.0018,0.1112,0.5753,0.219,TUN
2005,0.0018,0.1112,0.5753,0.219,TUN
2006,0.0019,0.1135,0.5677,0.2113,TUN
2007,0.0019,0.1156,0.5605,0.204,TUN
2008,0.0019,0.1176,0.5537000000000001,0.1971,TUN
2009,0.002,0.1194,0.5473,0.1906,TUN
2010,0.002,0.1212,0.5412,0.1844,TUN
2011,0.002,0.1226,0.5391,0.1707,TUN
2012,0.002,0.1232,0.5329,0.1982,TUN
2013,0.002,0.1238,0.5271,0.2241,TUN
2014,0.002,0.1238,0.5271,0.2241,TUN
2015,0.002,0.1238,0.5271,0.2241,TUN
2016,0.002,0.1238,0.5271,0.2241,TUN
2017,0.002,0.1238,0.5271,0.2241,TUN
2018,0.002,0.1238,0.5271,0.2241,TUN
2019,0.002,0.1238,0.5271,0.2241,TUN
2020,0.002,0.1238,0.5271,0.2241,TUN
2021,0.002,0.1238,0.5271,0.2241,TUN
2022,0.002,0.1238,0.5271,0.2241,TUN
2023,0.002,0.1238,0.5271,0.2241,TUN
2024,0.002,0.1238,0.5271,0.2241,TUN
1980,0.0028,0.2121,0.3534,0.0885,TON
1981,0.0027,0.2117,0.3543,0.09,TON
1982,0.0027,0.2113,0.3553,0.0914,TON
1983,0.0027,0.2108,0.3562,0.0929,TON
1984,0.0027,0.2104,0.3572,0.0944,TON
1985,0.0027,0.21,0.3581,0.096,TON
1986,0.0027,0.2095,0.3591,0.0976,TON
1987,0.0027,0.209,0.3602,0.0992,TON
1988,0.0027,0.2086,0.3612,0.1008,TON
1989,0.0027,0.2081,0.3623,0.1025,TON
1990,0.0027,0.2076,0.3634,0.1042,TON
1991,0.0027,0.2075,0.3665,0.107,TON
1992,0.0027,0.2075,0.3695,0.1096,TON
1993,0.0027,0.2075,0.3725,0.1122,TON
1994,0.0027,0.2074,0.3753,0.1147,TON
1995,0.0027,0.2074,0.3781,0.1172,TON
1996,0.0027,0.2073,0.3808,0.1195,TON
1997,0.0027,0.2073,0.3834,0.1218,TON
1998,0.0027,0.2073,0.3859,0.124,TON
1999,0.0027,0.2072,0.3883,0.1261,TON
2000,0.0027,0.2072,0.3907,0.1282,TON
2001,0.0026,0.2027,0.3995,0.132,TON
2002,0.0026,0.1983,0.408,0.1358,TON
2003,0.0025,0.194,0.4164,0.1394,TON
2004,0.0025,0.1898,0.4246,0.1429,TON
2005,0.0024,0.1857,0.4326,0.1464,TON
2006,0.0023,0.1817,0.4404,0.1498,TON
2007,0.0023,0.1778,0.448,0.1531,TON
2008,0.0022,0.1739,0.4554,0.1564,TON
2009,0.0022,0.1702,0.4627,0.1595,TON
2010,0.0021,0.1665,0.4699,0.1626,TON
2011,0.0021,0.1655,0.4718,0.1624,TON
2012,0.0021,0.1645,0.4737,0.1622,TON
2013,0.0021,0.1636,0.4754,0.162,TON
2014,0.0021,0.1627,0.4771,0.1618,TON
2015,0.0021,0.1619,0.4788,0.1617,TON
2016,0.0021,0.1611,0.4803,0.1615,TON
2017,0.002,0.1603,0.4818,0.1613,TON
2018,0.002,0.1596,0.4832,0.1612,TON
2019,0.002,0.1589,0.4846,0.161,TON
2020,0.002,0.1582,0.4859,0.1609,TON
2021,0.002,0.1582,0.4859,0.1609,TON
2022,0.002,0.1582,0.4859,0.1609,TON
2023,0.002,0.1582,0.4859,0.1609,TON
2024,0.002,0.1582,0.4859,0.1609,TON
1970,0.0082,0.1159,0.5949,0.2778,TUR
1980,0.0018,0.1054,0.6031000000000001,0.2831,TUR
1981,0.0018,0.1054,0.6031000000000001,0.2831,TUR
1982,0.0018,0.1054,0.6031000000000001,0.2831,TUR
1983,0.0018,0.1054,0.6031000000000001,0.2831,TUR
1984,0.0018,0.1054,0.6031000000000001,0.2831,TUR
1985,0.0018,0.1054,0.6031000000000001,0.2831,TUR
1986,0.0018,0.1054,0.6031000000000001,0.2831,TUR
1987,0.0018,0.1054,0.6031000000000001,0.2831,TUR
1988,0.0018,0.1078,0.5959,0.2737,TUR
1989,0.0018,0.1102,0.5888,0.2643,TUR
1990,0.0019,0.1125,0.5817,0.255,TUR
1991,0.0019,0.1149,0.5746,0.2457,TUR
1992,0.002,0.1172,0.5675,0.2364,TUR
1993,0.002,0.1196,0.5605,0.2272,TUR
1994,0.0021,0.1219,0.5534,0.218,TUR
1995,0.0021,0.1222,0.554,0.2188,TUR
1996,0.0021,0.1225,0.5546,0.2197,TUR
1997,0.0021,0.1228,0.5552,0.2206,TUR
1998,0.0021,0.123,0.5558000000000001,0.2215,TUR
1999,0.0021,0.1233,0.5564,0.2224,TUR
2000,0.0021,0.1236,0.557,0.2233,TUR
2001,0.0021,0.1239,0.5576,0.2242,TUR
2002,0.0021,0.1242,0.5582,0.2251,TUR
2003,0.0022,0.1278,0.552,0.2195,TUR
2004,0.0022,0.133,0.5333,0.2134,TUR
2005,0.0024,0.1422,0.5083,0.1854,TUR
2006,0.0026,0.1485,0.4985,0.1756,TUR
2007,0.0026,0.1508,0.4901,0.1696,TUR
2008,0.0025,0.148,0.5019,0.1811,TUR
2009,0.0024,0.1403,0.519,0.1944,TUR
2010,0.0025,0.1465,0.5126000000000001,0.1964,TUR
2011,0.0026,0.1456,0.515,0.1894,TUR
2012,0.0025,0.1456,0.5154,0.1955,TUR
2013,0.0027,0.1516,0.5088,0.1856,TUR
2014,0.0029,0.1446,0.5173,0.2049,TUR
2015,0.0029,0.1421,0.5242,0.2112,TUR
2016,0.0023,0.1395,0.5272,0.1949,TUR
2017,0.002,0.1201,0.552,0.1989,TUR
2018,0.002,0.1188,0.5594,0.2016,TUR
2019,0.0019,0.1198,0.5448000000000001,0.1892,TUR
2020,0.0023,0.1374,0.5337000000000001,0.2061,TUR
2021,0.0023,0.1421,0.5201,0.1899,TUR
2022,0.0022,0.1333,0.5454,0.224,TUR
2023,0.002,0.1236,0.5668000000000001,0.2444,TUR
2024,0.0022,0.1333,0.5443,0.2169,TUR
1980,0.0001,0.0839,0.5541,0.2227,TTO
1981,0.0001,0.0839,0.5541,0.2227,TTO
1982,0.0001,0.0839,0.5541,0.2227,TTO
1983,0.0001,0.0839,0.5541,0.2227,TTO
1984,0.0001,0.0839,0.5541,0.2227,TTO
1985,0.0001,0.0839,0.5541,0.2227,TTO
1986,0.0001,0.0839,0.5541,0.2227,TTO
1987,0.0001,0.0839,0.5541,0.2227,TTO
1988,0.0001,0.0839,0.5541,0.2227,TTO
1989,0.0001,0.0839,0.5541,0.2227,TTO
1990,0.0001,0.0839,0.5541,0.2227,TTO
1991,0.0001,0.0839,0.5541,0.2227,TTO
1992,0.0001,0.0839,0.5541,0.2227,TTO
1993,0.0001,0.0839,0.5541,0.2227,TTO
1994,0.0001,0.0839,0.5541,0.2227,TTO
1995,0.0001,0.0839,0.5541,0.2227,TTO
1996,0.0001,0.0839,0.5541,0.2227,TTO
1997,0.0001,0.0839,0.5541,0.2227,TTO
1998,0.0001,0.0839,0.5541,0.2227,TTO
1999,0.0001,0.0839,0.5541,0.2227,TTO
2000,0.0001,0.0839,0.5541,0.2227,TTO
2001,0.0001,0.0802,0.5641,0.2279,TTO
2002,0.0,0.081,0.5619000000000001,0.2245,TTO
2003,0.0,0.0848,0.562,0.233,TTO
2004,0.0001,0.0872,0.5588000000000001,0.2414,TTO
2005,0.0001,0.087,0.5548000000000001,0.2275,TTO
2006,0.0002,0.0904,0.5516,0.2323,TTO
2007,0.0003,0.0892,0.5618000000000001,0.2473,TTO
2008,0.0004,0.0916,0.553,0.2395,TTO
2009,0.0004,0.0933,0.5446,0.2285,TTO
2010,0.0005,0.0947,0.5455,0.2378,TTO
2011,0.0005,0.0978,0.5384,0.2391,TTO
2012,0.0005,0.1003,0.5325,0.2362,TTO
2013,0.0006,0.1009,0.5398000000000001,0.249,TTO
2014,0.0005,0.1025,0.5319,0.2549,TTO
2015,0.0005,0.1031,0.5282,0.233,TTO
2016,0.0004,0.1028,0.5295,0.2345,TTO
2017,0.0003,0.102,0.5299,0.2248,TTO
2018,0.0003,0.1011,0.5327000000000001,0.2284,TTO
2019,0.0003,0.1015,0.5258,0.2266,TTO
2020,0.0001,0.0869,0.5411,0.2362,TTO
2021,0.0001,0.0949,0.5304,0.2279,TTO
2022,0.0002,0.1014,0.5214,0.2199,TTO
2023,0.0002,0.1011,0.5212,0.2197,TTO
2024,0.0002,0.1011,0.5212,0.2197,TTO
1980,0.0028,0.2121,0.3534,0.0885,TUV
1981,0.0027,0.2117,0.3543,0.09,TUV
1982,0.0027,0.2113,0.3553,0.0914,TUV
1983,0.0027,0.2108,0.3562,0.0929,TUV
1984,0.0027,0.2104,0.3572,0.0944,TUV
1985,0.0027,0.21,0.3581,0.096,TUV
1986,0.0027,0.2095,0.3591,0.0976,TUV
1987,0.0027,0.209,0.3602,0.0992,TUV
1988,0.0027,0.2086,0.3612,0.1008,TUV
1989,0.0027,0.2081,0.3623,0.1025,TUV
1990,0.0027,0.2076,0.3634,0.1042,TUV
1991,0.0027,0.2075,0.3665,0.107,TUV
1992,0.0027,0.2075,0.3695,0.1096,TUV
1993,0.0027,0.2075,0.3725,0.1122,TUV
1994,0.0027,0.2074,0.3753,0.1147,TUV
1995,0.0027,0.2074,0.3781,0.1172,TUV
1996,0.0027,0.2073,0.3808,0.1195,TUV
1997,0.0027,0.2073,0.3834,0.1218,TUV
1998,0.0027,0.2073,0.3859,0.124,TUV
1999,0.0027,0.2072,0.3883,0.1261,TUV
2000,0.0027,0.2072,0.3907,0.1282,TUV
2001,0.0026,0.2027,0.3995,0.132,TUV
2002,0.0026,0.1983,0.408,0.1358,TUV
2003,0.0025,0.194,0.4164,0.1394,TUV
2004,0.0025,0.1898,0.4246,0.1429,TUV
2005,0.0024,0.1857,0.4326,0.1464,TUV
2006,0.0023,0.1817,0.4404,0.1498,TUV
2007,0.0023,0.1778,0.448,0.1531,TUV
2008,0.0022,0.1739,0.4554,0.1564,TUV
2009,0.0022,0.1702,0.4627,0.1595,TUV
2010,0.0021,0.1665,0.4699,0.1626,TUV
2011,0.0021,0.1655,0.4718,0.1624,TUV
2012,0.0021,0.1645,0.4737,0.1622,TUV
2013,0.0021,0.1636,0.4754,0.162,TUV
2014,0.0021,0.1627,0.4771,0.1618,TUV
2015,0.0021,0.1619,0.4788,0.1617,TUV
2016,0.0021,0.1611,0.4803,0.1615,TUV
2017,0.002,0.1603,0.4818,0.1613,TUV
2018,0.002,0.1596,0.4832,0.1612,TUV
2019,0.002,0.1589,0.4846,0.161,TUV
2020,0.002,0.1582,0.4859,0.1609,TUV
2021,0.002,0.1582,0.4859,0.1609,TUV
2022,0.002,0.1582,0.4859,0.1609,TUV
2023,0.002,0.1582,0.4859,0.1609,TUV
2024,0.002,0.1582,0.4859,0.1609,TUV
1970,0.0108,0.2065,0.3615,0.1157,TWN
1977,0.0064,0.1935,0.3484,0.1017,TWN
1978,0.0062,0.1925,0.3481,0.1007,TWN
1979,0.006,0.1914,0.3485,0.1007,TWN
1980,0.0024,0.1873,0.3492,0.0996,TWN
1981,0.0024,0.1873,0.3492,0.0996,TWN
1982,0.0022,0.1761,0.3545,0.1014,TWN
1983,0.0022,0.1771,0.3548,0.1007,TWN
1984,0.0021,0.1737,0.3541,0.1,TWN
1985,0.002,0.1664,0.3633,0.1033,TWN
1986,0.0021,0.17,0.3574,0.0991,TWN
1987,0.0021,0.1683,0.3616,0.1079,TWN
1988,0.0022,0.1742,0.3593,0.1065,TWN
1989,0.0021,0.1687,0.3654,0.1142,TWN
1990,0.002,0.1644,0.3703,0.114,TWN
1991,0.002,0.1626,0.3757,0.1197,TWN
1992,0.002,0.1647,0.3671,0.1101,TWN
1993,0.0019,0.1583,0.3667,0.1078,TWN
1994,0.0019,0.156,0.3805,0.1198,TWN
1995,0.0018,0.1521,0.3874,0.1212,TWN
1996,0.0018,0.1466,0.3834,0.117,TWN
1997,0.0017,0.144,0.3889,0.1206,TWN
1998,0.0017,0.1391,0.3983,0.128,TWN
1999,0.0016,0.137,0.4053,0.1318,TWN
2000,0.0015,0.1306,0.4181,0.1461,TWN
2001,0.0014,0.1176,0.44,0.1738,TWN
2002,0.0014,0.117,0.4385,0.1648,TWN
2003,0.0013,0.112,0.4579,0.1845,TWN
2004,0.0013,0.1123,0.4609,0.1801,TWN
2005,0.0012,0.1049,0.4663,0.1824,TWN
2006,0.0012,0.1024,0.4614,0.1722,TWN
2007,0.0012,0.1013,0.4675,0.1759,TWN
2008,0.0012,0.1066,0.4487,0.1624,TWN
2009,0.0013,0.11,0.4607,0.1719,TWN
2010,0.0012,0.1026,0.4826,0.1917,TWN
2011,0.0012,0.1048,0.4736,0.1825,TWN
2012,0.0013,0.1112,0.4697,0.1866,TWN
2013,0.0013,0.1127,0.4708,0.183,TWN
2014,0.0013,0.1072,0.493,0.2158,TWN
2015,0.0013,0.1129,0.4732,0.1833,TWN
2016,0.0013,0.1092,0.491,0.2023,TWN
2017,0.0014,0.1179,0.4812,0.1933,TWN
2018,0.0014,0.1179,0.4812,0.1933,TWN
2019,0.0014,0.1179,0.4812,0.1933,TWN
2020,0.0014,0.1179,0.4812,0.1933,TWN
2021,0.0014,0.1179,0.4812,0.1933,TWN
2022,0.0014,0.1159,0.4823,0.1937,TWN
2023,0.0014,0.1159,0.4823,0.1937,TWN
2024,0.0014,0.1159,0.4823,0.1937,TWN
1965,0.0058,0.1211,0.5829,0.1922,TZA
1966,0.0062,0.1252,0.5691,0.1807,TZA
1967,0.0066,0.1281,0.5598000000000001,0.1778,TZA
1968,0.0069,0.1308,0.5506,0.175,TZA
1969,0.0073,0.1348,0.5374,0.165,TZA
1970,0.0077,0.1377,0.5279,0.1615,TZA
1980,0.0026,0.1577,0.4314,0.1155,TZA
1981,0.0026,0.1577,0.4314,0.1155,TZA
1982,0.0026,0.1577,0.4314,0.1155,TZA
1983,0.0026,0.1577,0.4314,0.1155,TZA
1984,0.0026,0.1577,0.4314,0.1155,TZA
1985,0.0026,0.1577,0.4314,0.1155,TZA
1986,0.0026,0.1577,0.4314,0.1155,TZA
1987,0.0026,0.1577,0.4314,0.1155,TZA
1988,0.0026,0.1577,0.4314,0.1155,TZA
1989,0.0026,0.1577,0.4314,0.1155,TZA
1990,0.0026,0.1577,0.4314,0.1155,TZA
1991,0.0026,0.1577,0.4314,0.1155,TZA
1992,0.0025,0.1564,0.4339,0.1168,TZA
1993,0.0025,0.1552,0.4364,0.118,TZA
1994,0.0025,0.154,0.439,0.1193,TZA
1995,0.0025,0.1527,0.4415,0.1206,TZA
1996,0.0025,0.1515,0.4441,0.1218,TZA
1997,0.0024,0.1502,0.4466,0.1231,TZA
1998,0.0024,0.149,0.4491,0.1244,TZA
1999,0.0024,0.1477,0.4517,0.1257,TZA
2000,0.0024,0.1465,0.4542,0.1269,TZA
2001,0.0023,0.1446,0.46,0.1318,TZA
2002,0.0023,0.1427,0.4659,0.1367,TZA
2003,0.0023,0.1408,0.4717,0.1416,TZA
2004,0.0022,0.139,0.4775,0.1465,TZA
2005,0.0022,0.1371,0.4833,0.1514,TZA
2006,0.0021,0.1352,0.4891,0.1563,TZA
2007,0.0021,0.1333,0.4949,0.1612,TZA
2008,0.0022,0.1353,0.4932,0.1619,TZA
2009,0.0022,0.1373,0.4915,0.1627,TZA
2010,0.0023,0.1393,0.4898,0.1634,TZA
2011,0.0023,0.1413,0.4882,0.1641,TZA
2012,0.0023,0.1394,0.4924,0.167,TZA
2013,0.0023,0.1374,0.4967,0.1699,TZA
2014,0.0022,0.1354,0.5009,0.1728,TZA
2015,0.0022,0.1334,0.5052,0.1757,TZA
2016,0.0022,0.1315,0.5094000000000001,0.1786,TZA
2017,0.0021,0.1295,0.5137,0.1815,TZA
2018,0.0021,0.1295,0.5137,0.1815,TZA
2019,0.0021,0.1295,0.5137,0.1815,TZA
2020,0.0021,0.1295,0.5137,0.1815,TZA
2021,0.0021,0.1295,0.5137,0.1815,TZA
2022,0.0021,0.1295,0.5137,0.1815,TZA
2023,0.0021,0.1295,0.5137,0.1815,TZA
2024,0.0021,0.1295,0.5137,0.1815,TZA
1980,0.0052,0.2773,0.2472,0.0406,UKR
1981,0.0052,0.2771,0.2472,0.0422,UKR
1982,0.0052,0.2769,0.2471,0.0438,UKR
1983,0.0052,0.2767,0.2471,0.0454,UKR
1984,0.0052,0.2765,0.2471,0.0469,UKR
1985,0.0052,0.2762,0.2471,0.0484,UKR
1986,0.0052,0.2761,0.2468,0.05,UKR
1987,0.0052,0.276,0.2466,0.0515,UKR
1988,0.0051,0.2758,0.2464,0.053,UKR
1989,0.0051,0.2738,0.2457,0.0559,UKR
1990,0.0056,0.2837,0.2395,0.0745,UKR
1991,0.0043,0.2311,0.3106,0.1051,UKR
1992,0.003,0.1773,0.3826,0.136,UKR
1993,0.003,0.1758,0.3897,0.1409,UKR
1994,0.003,0.1748,0.3988,0.1439,UKR
1995,0.0028,0.1654,0.4249,0.157,UKR
1996,0.0034,0.1972,0.3786,0.1248,UKR
1997,0.0037,0.2104,0.3558,0.1118,UKR
1998,0.0042,0.2301,0.3246,0.0924,UKR
1999,0.0044,0.237,0.3093,0.0856,UKR
2000,0.0041,0.2255,0.3238,0.0925,UKR
2001,0.0038,0.211,0.3424,0.1035,UKR
